TITLE,AGE,YEAR,EPISODES,RUNTIME,TYPE,ORIGIN_COUNTRY,summary,RATING,genres,image_url
Fedeltà,PG,2021,6,\N,tvSeries,Italy,"Fidelity tells a story of marital fidelity, in particular the one of Carlo and Margherita, a young couple who needs to face the deflagrant consequences of an alleged betrayal. Their relationship becomes a symbol of fidelity, not only as a couple, but also in the personal choices made every day. —Netflix",6.2,"Drama,Romance",https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
Samir Abu el-Nil,18+,2013,1,109,movie,Egypt,"A thrifty young man called Sammer who live in popular neighborhood, due to his stinginess, he faces many paradoxes with his neighbors, and they dislike him more and more for his rudeness.",4.4,Comedy,https://m.media-amazon.com/images/M/MV5BODgyNGYyZjUtNzcwZS00MzFlLThiM2YtMDQ0NTQ3NTFmMGE1XkEyXkFqcGdeQXVyMzk0MzcwODg@._V1_FMjpg_UX1000_.jpg
Untitled Alexandre Moratto Film,PG,2021,1,\N,movie,Brazil,"To provide a better life for his family in the country, 18-year-old Mateus accepts a job in a junkyard in São Paulo for his new boss Luca. But when he and a few other boys become trapped in the dangerous world of contemporary slavery, Mateus will be forced to decide between working for the very man who enslaved him or risk his and his family's future.",6.3,Drama,https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
DC Super Friends,PG,2015,15,\N,tvSeries,United States,"The Super Friends are the World's Greatest Super Heroes. They work together to stop the villains and protect the innocent, keeping the world safe. Go, Super Friends.",6.8,Animation,https://m.media-amazon.com/images/M/MV5BNjQwZDJmMjQtODY5MC00MTBiLWE1ZDktM2UwNGM2OGVlMDVhXkEyXkFqcGdeQXVyMjA4MzgxNjg@._V1_FMjpg_UX1000_.jpg
I Am Not Your Perfect Mexican Daughter,G,2011,1,\N,movie,-,-,9.0,\N,https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
Kommissarie Späck,18+,2010,1,82,movie,Sweden,A dead body is found and police detective Mårten Späck draws the conclusion that a serial suicide killer is at large. Späck with his colleagues Grünvald Karlsson and Irene Snusk suspect a gang who distributes pirated DVD's of 'bottom-of-the-barrel' Swedish movies. —Mattias Thuresson,4.7,"Comedy,Crime",https://m.media-amazon.com/images/M/MV5BMDZiZDBhYmMtNDg3My00M2I1LWIxYjgtYzFlMTU0MzlhMzFhXkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1_FMjpg_UX1000_.jpg
Tell No One,PG,1986,1,\N,movie,-,-,6.5,Thriller,https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
Raghdah Mutawahheshah,13+,2018,1,90,movie,Egypt,"The film takes place in the context of a comedy about the young Ismail , who works in a beauty center, and accidentally discover that one of the directors of the search for a new face, turning himself to a girl in order to make the announcement and already succeed in it before it is exposed and exposed to many comedic positions . —Mohamed Basem 74",5.3,"Comedy,Family",https://m.media-amazon.com/images/M/MV5BMzVhNTFmODEtOGFhMy00NDZiLTg0YjItYzU0ZTE4ZGQ4ZjViXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Rapture,13+,2018,8,\N,tvMiniSeries,United States,"Rapture stares directly into the bright light that hip hop culture shines on the world and doesn't blink. Throughout 8 episodes Rapture dives into artists' lives with their families and friends, to sitting front row in the studio and grinding on tour, to experiencing the ecstatic power of moving the crowd. —Netflix",7.2,"Documentary,Music",https://m.media-amazon.com/images/M/MV5BNjVhMzI3NTEtZWUzYi00MzMwLWEyNmYtZmFiZTAwODNmYWY4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Khoon Khoon,A,1973,1,\N,movie,India,A Bombay cop tries to track down a serial killer who snipes at random victims.,5.2,"Crime,Mystery,Thriller",https://m.media-amazon.com/images/M/MV5BZjI0MjRkMTMtZWRlMi00ZGZmLTg2MDYtMWZhZjRiMjdjZjFjXkEyXkFqcGdeQXVyMjU3MzYxODk@._V1_FMjpg_UX1000_.jpg
Legend Quest: Masters of Myth,G,2019,13,\N,tvSeries,Mexico,"When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije -- super-secret monster hunters to save the day.",7.7,Animation,https://m.media-amazon.com/images/M/MV5BYmQxMWY1M2QtZDhlMy00MDEwLTg5NGQtYzI5YjFmN2Q0N2VmXkEyXkFqcGdeQXVyMjgzNjA3Mw@@._V1_FMjpg_UX1000_.jpg
The Case Against 8,PG-13,2014,1,109,movie,United States,"After the California Supreme Court ruled in May 2008 that same-sex couples could marry, a proposition was put to voters to amend the state constitution to define marriage as being between a man and a woman. After that proposition was passed a group decided to challenge the constitutionality of the amendment. This documentary follows the efforts of the plaintiffs and lawyers over four years as the case winds its way through the courts. —garykmcd",7.3,"Biography,Documentary,News",https://m.media-amazon.com/images/M/MV5BMTAzMzYwNzM2NDheQTJeQWpwZ15BbWU4MDQzNDAxMDEx._V1_FMjpg_UX1000_.jpg
Ghostheads,18+,2016,1,73,movie,United States,"Ghostheads is a documentary that explores the extreme side of the Ghostbusters fandom, and looks back at the impact the franchise has had on the world over the past three decades. Through interviews with key cast and crew, including Dan Aykroyd, Ivan Reitman, Ernie Hudson and many more, as well as with Ghostbusters fans all over the world, Ghostheads presents countless humanizing stories that will connect with audiences about comradery, overcoming obstacles, and that no one should ever feel alone or isolated. Ghostheads will show what really separates a fandom from the rest. Every Ghosthead is unique. Every Franchise is its own.",6.0,Documentary,https://m.media-amazon.com/images/M/MV5BYjYyZWIwYjUtMDE2Yi00ZDI1LThmZGMtMDhkNThlOGY1N2U0XkEyXkFqcGdeQXVyNzA1MDM3MA@@._V1_FMjpg_UX1000_.jpg
Louder Than a Bomb,PG,2010,1,99,movie,United States,"Hailed as ""one of the most inspiring and exhilarating documentaries in years"" (Steve Pond, The Wrap), Louder Than a Bomb tells the story of four Chicago high school poetry teams as they prepare for and compete in the world's largest youth slam. By turns hopeful and heartbreaking, the film captures the turbulent lives of these unforgettable kids, exploring the ways writing shapes their world, and vice versa. Louder Than a Bomb is not about ""high school poetry"" as we often think of it. It's about language as a joyful release, irrepressibly talented teenagers obsessed with making words dance. While the topics they tackle are often deeply personal, what they put into their poems-and what they get out of them-is universal: the defining work of finding one's voice. —Greg Jacobs",7.5,Documentary,https://m.media-amazon.com/images/M/MV5BMjEwNDQwOTY4OV5BMl5BanBnXkFtZTcwNDQ5MzAzNQ@@._V1_FMjpg_UX1000_.jpg
Dying God,R,2008,1,125,movie,France,"In a dark and decadent city, Sean Fallon - a corrupt cop - will have to face his own demons to put an end to a series of brutal rapes and murders of the most weirdest kind. With the help of the local pimps, headed by Chance, Fallon will go the hunt for the serial killer, that may in the end not be human! —Anonymous",2.7,"Horror,Sci-Fi,Thriller",https://m.media-amazon.com/images/M/MV5BMTVkZDdiMjgtMWZiOS00N2U4LWE0YjAtMDNmYmQ5ZDBlMTFlXkEyXkFqcGdeQXVyODg3MzY5MjE@._V1_FMjpg_UX1000_.jpg
Follow Me,G,2018,1,80,movie,United Arab Emirates,"After hearing that some people get paid $5000 for posting a picture on Instagram, broke and out of work director, Asri Bendacha sets out on a journey to become a social media influencer and get as many followers as he can on Instagram. Little does he know that the path to fame and fortune on social media is not what it seems.",5.1,Documentary,https://m.media-amazon.com/images/M/MV5BM2UyYjBjOTAtMmE2Ni00ZjE1LThlMDQtMDczYzk4ZGExZjdhXkEyXkFqcGdeQXVyMzcyNzQ5MTk@._V1_FMjpg_UX1000_.jpg
Patton Oswalt: Annihilation,PG-13,2017,1,66,tvSpecial,United States,"Patton Oswalt, despite a personal tragedy, produces his best standup yet. Focusing on the tribulations of the Trump era and life after the loss of a loved one, Oswalt continues his journey to contribute joy to the world.",7.2,Comedy,https://m.media-amazon.com/images/M/MV5BZGE4NDVjZGQtNzc0Yi00YTE2LWFiN2EtYTNiY2ZiNjliYWQ1XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_FMjpg_UX1000_.jpg
Ryuuou no Oshigoto!,PG,2018,12,23,tvSeries,Japan,"The story is about a teenage boy who happens to be a shogi master. One day, a nine-year-old girl turns up at his house, requesting to be taken as his disciple. From there, all kinds of wacky hijinks ensue.",6.6,Animation,https://m.media-amazon.com/images/M/MV5BOTE0Njc5OTUtMTBiZC00ZDU1LWEyNTYtNGZjMmYxMzBkOGMxXkEyXkFqcGdeQXVyMjIxNjY2NjE@._V1_FMjpg_UX1000_.jpg
Un fidanzato per mia moglie,18+,2014,1,97,movie,Italy,An exasperated husband hires a fading playboy to seduce his annoying wife in order to speed up a separation from her.,5.6,"Comedy,Romance",https://m.media-amazon.com/images/M/MV5BOTIxZDg1NmItMTMxYi00ZWEyLWI4MzYtZjUyYzE4MjRhMWY3XkEyXkFqcGdeQXVyNjQ5NzQ0OTc@._V1_FMjpg_UX1000_.jpg
Marlon Wayans: Woke-ish,PG,2018,1,68,tvSpecial,United States,"An American stand-up comedy special starring Marlon Wayans who jokes about politics, racism, hip-hop, gay rights, and raising kids.",6.5,"Comedy,Documentary",https://m.media-amazon.com/images/M/MV5BYTNmN2ZiMmEtNTZhMy00NTQ4LWE2ZDktYmZlMzFmMTk0NDIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Nailed It! Mexico,18+,2019,18,\N,tvSeries,Mexico,"Hosted by Omar Chaparro and head judge Anna Ruiz, home bakers in Mexico with a terrible track record take a shot at recreating edible masterpieces for a $10,000 prize. It's part competition, part hot mess.",6.1,"Game-Show,Reality-TV",https://m.media-amazon.com/images/M/MV5BZmVmYTE2OGEtMTkzOC00YzNiLTlhYWQtZDFiMmJiZDBmNTAwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Kevin James: Never Don't Give Up,13+,2018,1,62,tvSpecial,United States,"Kevin James is back with a new stand-up special dishing on parenting, allergies, his fans, and more.",6.1,Comedy,https://m.media-amazon.com/images/M/MV5BYzA3YTJlN2MtMGIyZi00YTIzLThiNzgtMjZhNGExNzMzNDEwXkEyXkFqcGdeQXVyNjc5MDk0MzA@._V1_FMjpg_UX1000_.jpg
The Irishman: In Conversation,PG-13,2019,1,23,short,United States,"A roundtable discussion about The Irishman (2019) with Martin Scorsese, Robert De Niro, Al Pacino and Joe Pesci.",7.4,"Documentary,Short",https://m.media-amazon.com/images/M/MV5BOTZjMjNjYjItNjA4Ny00YjEyLWI4ZDgtNTk4MGQyNGMxNmZhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Jimmy Carr: Funny Business,PG-13,2016,1,62,video,United Kingdom,"A man, with an incredibly stupid laugh, tells jokes to an audience.",7.2,Comedy,https://m.media-amazon.com/images/M/MV5BM2NjMGI1YjktMjQ5Zi00M2ZjLTg5MmQtYWQ0OTVkOTVmODI2XkEyXkFqcGdeQXVyNTMyNzI0Mjk@._V1_FMjpg_UX1000_.jpg
"Rob Schneider: Asian Momma, Mexican Kids",18,2020,1,44,tvSpecial,United States,Comedian Rob Schneider gives viewers a look at his family and personal life through humorous anecdotes about potty training his young daughters as well as his own pig potential and a surprise duet performance with his daughter.,5.5,Comedy,https://m.media-amazon.com/images/M/MV5BMzUyZDYwNGYtYzQyYi00MzRhLTk3MmYtYmZkMjExNjBlYTBiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_FMjpg_UX1000_.jpg
Dragons: Rescue Riders: Huttsgalor Holiday,18+,2020,1,46,tvSpecial,United States,"Odinyule, the feast of the Vikings sharing, begins with the snow. But if the Rescue Team does not step in, perhaps the tradition will be canceled due to extreme weather conditions.",5.8,"Animation,Family",https://m.media-amazon.com/images/M/MV5BNzgwMjkxM2YtMTNiOC00NTI3LWJmNDctNGE0YWRlN2U1MmFjXkEyXkFqcGdeQXVyMTE5NDQ1MzQ3._V1_FMjpg_UX1000_.jpg
Los Herederos,18+,2015,1,\N,movie,Mexico,"Teenagers' leisure at full swing: a group of friends spend their holidays at parties, having sex, boozing, and partaking in any adventure that brings them a boost of adrenaline. As they use violence for entertainment and to fulfill their authoritarian fantasies, their adventures will show the cracks and the collapse of the perfect world they live in.",5.7,Drama,https://m.media-amazon.com/images/M/MV5BNDg2YjljZjItNmI5My00M2MwLTg0MDEtNGE1NWVhMWI3ODdhXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_FMjpg_UX1000_.jpg
Jal,13+,2013,1,126,movie,India,"Jal is the story of young, willful BAKKA who is gifted with a special ability to find water in the desert. With the backdrop of water scarcity, the film tells a complex and intriguing story of love, relationships, enmity, deceit and circumstances that bring about the dark side of human character. It is a high-octane, action- drama with a shocking climax. —Anonymous",6.7,Drama,https://m.media-amazon.com/images/M/MV5BMTQ5NDA2MzY2OV5BMl5BanBnXkFtZTgwNDExNjMyMjE@._V1_FMjpg_UX1000_.jpg
I'm with the Band: Nasty Cherry,PG-13,2019,6,\N,tvSeries,United States,An unscripted docu-series following a musical artist or band and their entourage as they prepare for and embark on tour.,6.7,"Documentary,Music",https://m.media-amazon.com/images/M/MV5BMjUxZDEwMWYtOTM0YS00NDVlLThjYWQtZDQ2ZGVmN2VjMTQzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Welcome to Buteaupia,18,2020,1,58,tvSpecial,United States,"Letting loose with a goblet of frosé in hand, Michelle Buteau delivers a dynamic hour of comedy that delves into parenthood, cultural difference, and the overlooked value of short men.",7.0,Comedy,https://m.media-amazon.com/images/M/MV5BMDI5ZjQ1MWYtY2IyNi00NWZhLTkxYWItNDhiYmJlMTQxZTgyXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_FMjpg_UX1000_.jpg
Popoz,G,2015,1,86,movie,Netherlands,The two detectives Ivo (Huub Smit) and Randy (Sergio Hasselbaink) never get the action they so desperately want. After an attempt to stop a hostage situation the two detectives end up in jail where they uncover a huge drug conspiracy. Now they will have to clear their names and finally get some action. —Hugo Holleman,5.2,"Action,Comedy",https://m.media-amazon.com/images/M/MV5BMjI5MzgyOTY0Nl5BMl5BanBnXkFtZTgwNTA0NTg0NjE@._V1_FMjpg_UX1000_.jpg
The 69th Primetime Emmy Awards,13+,2017,1,133,tvSpecial,United States,"The 69th Annual Primetime Emmy Awards will honor the best in U.S. prime time television programming from June 1, 2016 until May 31, 2017, as chosen by the Academy of Television Arts and Sciences.",5.0,News,https://m.media-amazon.com/images/M/MV5BN2ZlZDAxZDMtNDU5Ny00MmIxLTk2YmItODVjNTE0NDMxMTkzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_FMjpg_UX1000_.jpg
Night on Earth: Shot in the Dark,PG-13,2020,1,59,movie,United Kingdom,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.""",7.9,Documentary,https://m.media-amazon.com/images/M/MV5BM2I2MWRkOWQtNGFiNC00YTQyLWEyNDgtODNlYWQ2YmYzOTE2XkEyXkFqcGdeQXVyMjkxNjk0NjQ@._V1_FMjpg_UX1000_.jpg
Shark,PG,2015,4,59,tvSeries,United Kingdom,"This wide-ranging series documents the secret lives of sharks from the Arctic to the tropics, revealing their amazing diversity and sociability.",8.4,Documentary,https://m.media-amazon.com/images/M/MV5BMDlmMDYxMWMtYzJhNC00M2IwLWE5ZGItOTA0MTcwNDg3NWE4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_FMjpg_UX1000_.jpg
Up North,PG,2018,1,99,movie,Nigeria,"Up North explores love, friendship, and family politics, all of which collide when the rebellious young scion of a wealthy family is sent away to National Service in Northern Nigeria. Through many mishaps and the creation of many memories, the spoiled hero finally starts to find himself.",5.6,Drama,https://m.media-amazon.com/images/M/MV5BMzRmZjhmZDctZjA2My00ZGE4LWE2YjEtOGI4NDE1OGIzYjdjXkEyXkFqcGdeQXVyODk1MTM1NjI@._V1_FMjpg_UX1000_.jpg
Shoe Dog,PG,1955,1,\N,movie,-,-,7.8,Biography,https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
Cyborg 009: Call of Justice,PG-13,2017,12,25,tvSeries,Japan,"The story depicts Shimamura Joe and the other cyborgs' struggle with the Bresudo, a group of people who possess superhuman powers and intellect, and have manipulated human history since ancient times.",5.8,"Action,Animation,Sci-Fi",https://m.media-amazon.com/images/M/MV5BNjYxODczNjQtY2RhMS00MzQ0LWFjNTgtZmIwMTUyZDFjOTBiXkEyXkFqcGdeQXVyNDY3MTQwMzk@._V1_FMjpg_UX1000_.jpg
Tom Papa: You're Doing Great!,18+,2020,1,60,tvSpecial,United States,"Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey.",7.2,Comedy,https://m.media-amazon.com/images/M/MV5BOTdiMzNmOTYtNDUxNy00NjNjLWIzNDctMmI4OWFiZWY3MmJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Johan Falk: Lockdown,PG,2015,1,99,video,Sweden,"The movie ""Lockdown"" is a part of the Johan Falk series that takes place under a lockdown of the police station. A snitch is compromised. Drastic and unexpected events take place. Both inside and outside the police station.",7.2,"Action,Crime,Thriller",https://m.media-amazon.com/images/M/MV5BZmJhYjFjYjYtODE2YS00YzA3LThlYzEtMTRhOTNkZDk5MDJhXkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1_FMjpg_UX1000_.jpg
Pluk van de petteflet,13+,2004,1,91,movie,Netherlands,"On a quest to find a new home young Pluk in his little red crane wagon end up in the Petteflet. He moves in to a little deserted tower room and quickly befriends some of the inhabitants and animals from the Torteltuin, the beautiful garden of the place. When he finds out the Torteltuin is about to be destroyed, Pluk and his friends are willing to try everything to stop it.",6.2,"Family,Fantasy",https://m.media-amazon.com/images/M/MV5BYjkyZGRkYTMtZDFjZS00ZjA1LWI1YTctNmVlMzRmNjVlYTliXkEyXkFqcGdeQXVyNzE2MTQyMzM@._V1_FMjpg_UX1000_.jpg
Fred Armisen: Standup For Drummers,13+,2018,1,65,tvSpecial,-,"Comedian and drummer Fred Armisen performs stand-up material, music, and sketches for an audience of fellow drummers.",5.8,Comedy,https://m.media-amazon.com/images/M/MV5BZjgwZjQ5OTgtMWY0MC00YTQ5LWE2MzEtMWEyYTc5ODhlMTQyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Patton Oswalt: Talking for Clapping,PG-13,2016,1,65,tvSpecial,United States,"Patton Oswalt takes the stage in San Francisco, where he talks about San Franciscans, the difficulties of being PC, fatherhood, his worst stand up experience, and the worlds most horrific Birthday Clown.",6.8,"Comedy,Documentary",https://m.media-amazon.com/images/M/MV5BZmMyYzAzMzktOWM4MS00YmI2LThmM2MtNjBkODZkOWQxODNmXkEyXkFqcGdeQXVyNjYzMDA4MTI@._V1_FMjpg_UX1000_.jpg
Last Will,G,2011,1,101,movie,United States,"A beautiful young woman Hayden is framed for the murder of her wealthy husband Frank. With all the evidence stacked against her, Detective Sloan arrests her and Hayden finds herself in the fight of her life as she tries to uncover the truth. Set against the backdrop of a wealthy Midwestern city, LAST WILL tells a story of deception, corruption and misguided family loyalties. —antonello",4.5,"Drama,Thriller",https://m.media-amazon.com/images/M/MV5BMTU2NDk5MTMzN15BMl5BanBnXkFtZTgwNDQxNjMxMjE@._V1_FMjpg_UX1000_.jpg
13 Reasons Why: Season 2 Date Announcement Commercial,PG-13,2018,1,1,short,United States,-,7.2,"Drama,Short",https://m.media-amazon.com/images/M/MV5BZTg2MGFmNTgtZjkxMS00ZjY4LTlhYzMtMWVlN2EwZTE0MjFhXkEyXkFqcGdeQXVyMjgzMzAzMjE@._V1_FMjpg_UX1000_.jpg
My Fair Wedding,18+,2008,85,60,tvSeries,United States,"This season of My Fair Wedding gives viewers an up close look into David Tutera's world unlike anything we've seen on the show before. We're peeling back the veil and letting fans see the madness that happens behind the magic. We'll meet David's talented team who help bring his visions to life while keeping him sane at the same time. Expect more drama than ever before as they race against the clock to create one-of-a-kind weddings for unfiltered, uncompromising and often contentious brides.",6.6,Reality-TV,https://m.media-amazon.com/images/M/MV5BMjE5MjIwODY1MF5BMl5BanBnXkFtZTgwNzMxMDgwMzE@._V1_FMjpg_UX1000_.jpg
American Jesus,PG,1983,115,\N,tvSeries,-,-,9.5,"Action,Adventure,Drama",https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",13+,2006,1,90,movie,United States,"When Hurricane Katrina ravaged America's Gulf Coast, it laid bare an uncomfortable reality-America is not only far from the world's wealthiest nation; it is crumbling beneath a staggering burden of individual and government debt. Maxed Out takes us on a journey deep inside the American debt-style, where everything seems okay as long as the minimum monthly payment arrives on time. Sure, most of us may have that sinking feeling that something isn't quite right, but we're told not to worry. After all, there's always more credit! Maxed Out shows how the modern financial industry really works, explains the true definition of ""preferred customer"" and tells us why the poor are getting poorer and the rich getting richer. By turns hilarious and profoundly disturbing, Maxed Out paints a picture of a national nightmare which is all too real for most of us. —James Scurlock",7.2,Documentary,https://m.media-amazon.com/images/M/MV5BMTc2MjQ2NDIyNV5BMl5BanBnXkFtZTcwMjM2NTM0MQ@@._V1_FMjpg_UX1000_.jpg
Social Syndrome,PG,2018,4,60,tvMiniSeries,Thailand,-,7.7,Drama,https://m.media-amazon.com/images/M/MV5BNjJmNmNiZTItZmY5OC00ZTMyLWI0ZDEtNmYxZTkyZjE5ZjFlXkEyXkFqcGdeQXVyNTA2NjYxMjI@._V1_FMjpg_UX1000_.jpg
Ryan Hamilton: Happy Face,G,2017,1,56,tvSpecial,United States,"Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.",7.3,"Comedy,Documentary",https://m.media-amazon.com/images/M/MV5BZjE0MjI3MjAtOTRmNi00MDI0LTk4MjgtMzBjNjMzOTE4NjFhXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_FMjpg_UX1000_.jpg
Hide & Seek,PG,2010,1,105,movie,India,"Wealthy Om Jaiswal has been discharged from a mental asylum after 12 years, lives under the care of Meena Tai, and loves his childhood sweetheart, Jyotika Jhalani. His brother, Abhimanyu, schemes to get him institutionalized but before that could happen both brothers are abducted and held in a locked mall. Together with them are Jyotika, as well as their childhood friends: Jaideep, the son of a politician, Yeshwant Mahajan - who is now a gangster, and uses his goon-power to force non-Maharashtrians to return back to their respective states. Bespectacled and overweight as a teen, Imran Baig, is now a popular Bollywood actor. And Gunita Sodhi - who always had a crush on Om - is now a beauty queen. Neither of them know who abducted them but blame each other - little knowing that soon a mysterious person, wearing a Santa Claus outfit, will soon not only compel them to play a deadly game but will also attempt to resurrect a traumatic and life-changing incident that occurred 12 years ago. —rAjOo (gunwanti@hotmail.com)",4.2,"Drama,Horror,Thriller",https://m.media-amazon.com/images/M/MV5BNzEwNWE1YTMtOTE1NS00MDFjLThjNGItMzNjOTI0ZjBmMTVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_FMjpg_UX1000_.jpg
GP506,G,2008,1,121,movie,South Korea,"(Korean with English subtitles) A squad of Korean soldiers is sent to investigate a guard post that overlooks the DMZ. Seemingly deserted at first, the squad eventually discovers mysterious corpses and body parts strewn all throughout the post. Amidst the macabre scene they discover one survivor with a bloody ax in his hand, but soon he falls into a coma, leaving more questions unanswered. —Anonymous",5.9,Horror,https://m.media-amazon.com/images/M/MV5BNmE5Y2ZmZjktNzNkZi00YTk0LTg4OTktM2FjZGFmMjUxZmE3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_FMjpg_UX1000_.jpg
Web Junkie,PG-13,2013,1,74,movie,Israel,"The Chinese government is the first to classify internet addiction as a clinical disorder. 'Web Junkie' identifies internet addiction and focuses on the treatment used in Chinese rehabilitation centres. The film delves into a Beijing treatment centre and explores the cases of three adolescents from the day they arrive at the treatment centre through the three-month period of being held at the centre, and then their return to their homes. The film follows both the underlying issues related to the disorders, as well as the manner and treatment the patients receive. Professor Ran Tao established the world's first internet addiction clinic, and he promises to cure children of so-called internet addiction, which has grown into one of China's most feared public health hazards. The program admits children between the ages of 13 and 18 years; they are forced to undergo military-inspired physical training and comply with monitored sleep and food standards. Throughout their stay at the clinic, they are patrolled by the military guards who protect the children's quarters, which, like prisons, are surrounded by gates and fences. Despite such conditions, parents voluntarily send their children to the treatment centre and relinquish personal involvement. There is no one-on-one therapy, and the children's psychological needs are 'met' with group therapy sessions twice a week. The treatment is very expensive, and parents often borrow money in order to afford to send their child to the clinic. For them it is worth it - steering their child away from this addiction and redeveloping direct communication skills takes priority. 'Web Junkie' provides a microcosm of modern Chinese life, examines intergenerational pressures, and takes a hard look at one of the symptoms of the internet age. —Anonymous",6.4,"Biography,Documentary,Drama",https://m.media-amazon.com/images/M/MV5BMTc3MTIxNzU4OF5BMl5BanBnXkFtZTgwMzA4MjI4MDE@._V1_FMjpg_UX1000_.jpg
Kazoops!,PG-13,2016,76,7,tvSeries,Australia,"Who says the world works the way grown ups think it should? Things can always be different if you just imagine. Monty is a spirited boy of six, with a vivid imagination and his best friend is Jimmy Jones, the family pet pig. In each episode Monty confronts a preconception about life, embarking on an imaginary musical adventure with Jimmy Jones to find fresh perspectives.",7.2,"Animation,Comedy,Family",https://m.media-amazon.com/images/M/MV5BNTE4NzQzNGYtMzdlZi00MGE3LWI3YmYtOWViOTY0YmM2MzZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzAwNjEwOTE@._V1_FMjpg_UX1000_.jpg
Espectro,18+,2013,1,93,movie,Mexico,"Marta used to be a recognized and successful psychic, but after a dramatic experience, she loses faith in her gift and develops agoraphobia. She couldn't see the devilish side of her rapist, Mario, and now, Marta is afraid that Mario will stalk her again. As soon as she is released from the asylum, she moves to Monica's uncle's apartment. There, she feels safe, but soon, has trouble with her crazy neighbors. And if this wasn't enough, a spectrum starts to haunt her, making her life impossible. Marta will have to fight against all these difficulties and manage to get her gift back before Mario finds her.",4.8,"Horror,Thriller",https://m.media-amazon.com/images/M/MV5BMTY2NDIxNDIwMV5BMl5BanBnXkFtZTgwNzc0NzQ3MjE@._V1_FMjpg_UX1000_.jpg
Todo sobre el asado,18+,2016,1,85,movie,Argentina,"A trip to the depths of Argentina. Roasting is a meal and a ritual. It is primitive and contemporary, wild and refined, an art and a science. The asado with greater originality the essential features of national identity.",6.6,Documentary,https://m.media-amazon.com/images/M/MV5BNjhlNmQwOTQtZmZhYy00MjU2LWEwMDMtZWQ4ODAzMGJmNzA2XkEyXkFqcGdeQXVyNzMwODc0OTQ@._V1_FMjpg_UX1000_.jpg
Bottled Life: Nestle's Business with Water,PG-13,2012,1,90,movie,Switzerland,"Do you know how to turn ordinary water into a billion-dollar business? In Switzerland there's a company which has developed the art to perfection - Nestlé. This company dominates the global business in bottled water. Swiss journalist Res Gehringer has investigated this money-making phenomena. Nestlé refused to cooperate, on the pretext that it was ""the wrong film at the wrong time"". So Gehringer went on a journey of exploration, researching the story in the USA, Nigeria and Pakistan. His journey into the world of bottled water reveals the schemes and strategies of the most powerful food and beverage company on our planet. —Anonymous",6.8,"Adventure,Documentary,Drama",https://m.media-amazon.com/images/M/MV5BMTU4NTUwMDk0OF5BMl5BanBnXkFtZTcwODQ0OTQ4OA@@._V1_FMjpg_UX1000_.jpg
O Amor no Divã,18+,2016,1,88,movie,Brazil,A couples counseling therapist realizes she might need help with her own marriage after meeting a new pair of young clients.,5.6,Comedy,https://m.media-amazon.com/images/M/MV5BZTdmZGUxNDEtMDcwOS00OWNjLTkwNmQtZmVjY2U5YTAxNDA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjk1MzY0NTY@._V1_FMjpg_UX1000_.jpg
